170.915, 129.378, 8.333, 22.550 False
170.498, 129.383, 8.333, 22.600 False
170.082, 129.388, 8.333, 22.650 False
169.665, 129.393, 8.333, 22.700 False
169.249, 129.398, 8.333, 22.750 False
168.832, 129.403, 8.333, 22.800 False
168.415, 129.407, 8.333, 22.850 False
167.999, 129.412, 8.333, 22.900 False
167.582, 129.417, 8.333, 22.950 False
167.166, 129.422, 8.333, 23.000 False
166.749, 129.426, 8.333, 23.050 False
166.333, 129.431, 8.321, 23.100 False
165.919, 129.436, 8.261, 23.150 False
165.509, 129.440, 8.173, 23.200 False
165.106, 129.444, 8.027, 23.250 False
164.712, 129.449, 7.832, 23.300 False
164.330, 129.453, 7.607, 23.350 False
163.959, 129.456, 7.360, 23.400 False
163.601, 129.460, 7.100, 23.450 False
163.256, 129.464, 6.848, 23.500 False
162.922, 129.467, 6.612, 23.550 False
162.599, 129.470, 6.406, 23.600 False
162.286, 129.473, 6.221, 23.650 False
161.980, 129.476, 6.063, 23.700 False
161.681, 129.478, 5.912, 23.750 False
161.390, 129.481, 5.785, 23.800 False
161.104, 129.483, 5.676, 23.850 False
160.822, 129.486, 5.605, 23.900 False
160.542, 129.488, 5.567, 23.950 False
160.263, 129.490, 5.541, 24.000 False
159.986, 129.493, 5.510, 24.050 False
159.710, 129.495, 5.518, 24.100 False
159.433, 129.497, 5.508, 24.150 False
159.156, 129.499, 5.539, 24.200 False
158.878, 129.501, 5.551, 24.250 False
158.599, 129.503, 5.587, 24.300 False
158.319, 129.505, 5.593, 24.350 False
158.038, 129.507, 5.598, 24.400 False
157.759, 129.509, 5.583, 24.450 False
157.480, 129.511, 5.566, 24.500 False
157.203, 129.512, 5.543, 24.550 False
156.926, 129.514, 5.521, 24.600 False
156.651, 129.516, 5.492, 24.650 False
156.378, 129.517, 5.464, 24.700 False
156.106, 129.519, 5.428, 24.750 False
155.836, 129.520, 5.392, 24.800 False
155.568, 129.521, 5.347, 24.850 False
155.302, 129.523, 5.306, 24.900 False
155.038, 129.524, 5.268, 24.950 False
154.776, 129.525, 5.245, 25.000 False
154.513, 129.527, 5.245, 25.050 False
154.250, 129.528, 5.257, 25.100 False
153.986, 129.529, 5.296, 25.150 False
153.719, 129.530, 5.345, 25.200 False
153.449, 129.531, 5.418, 25.250 False
153.175, 129.533, 5.493, 25.300 False
152.897, 129.534, 5.569, 25.350 False
